year,birth_country,race,sex,family_size,age_1stchild,evpoverty,income,networth,empstatus
2006,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"33","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"27","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"26","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"26","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"19","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"31","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"31","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"30","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"45","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"29","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"30","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"30","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"22","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"34","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"32","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"32","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"35","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"32","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"20","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"27","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"27","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"33","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"20","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"20","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",6,"20","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"22","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"30","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"26","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"26","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"35","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"20","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"25","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"27","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"27","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"23","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",5,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"20","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"20","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"18","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"30","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"40","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"40","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"28","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",9,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",7,"18","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"25","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"29","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"26","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","No",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","No",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",6,"18","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"27","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"27","No",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",5,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"24","",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",7,"16","",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","BLACK","MALE",3,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","MALE",1,"26","",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","BLACK","MALE",5,"26","",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","MALE",6,"26","",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","FEMALE",6,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","BLACK","FEMALE",5,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","FEMALE",6,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","FEMALE",3,"20","",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","FEMALE",3,"20","",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","HISPANIC","FEMALE",4,"20","",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","HISPANIC","FEMALE",4,"20","",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","HISPANIC","FEMALE",5,"20","",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","HISPANIC","MALE",2,"31","",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","MALE",4,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","BLACK","MALE",4,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","MALE",4,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","BLACK","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","FEMALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","FEMALE",7,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","HISPANIC","MALE",6,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","MALE",6,"No children yet","",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","FEMALE",10,"15","No",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","FEMALE",8,"15","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","MALE",8,"23","",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","MALE",3,"No children yet","No",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","HISPANIC","MALE",4,"25","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","HISPANIC","MALE",4,"25","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","FEMALE",2,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","HISPANIC","FEMALE",3,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","HISPANIC","MALE",3,"18","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","HISPANIC","MALE",3,"18","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","HISPANIC","MALE",6,"18","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","FEMALE",7,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","HISPANIC","FEMALE",9,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","HISPANIC","FEMALE",3,"19","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","HISPANIC","FEMALE",3,"19","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","HISPANIC","FEMALE",4,"19","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","HISPANIC","FEMALE",5,"25","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","FEMALE",5,"25","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","FEMALE",5,"25","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","HISPANIC","FEMALE",5,"25","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","MALE",5,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","MALE",5,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","MALE",4,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","MALE",5,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","HISPANIC","MALE",3,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","HISPANIC","MALE",6,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","HISPANIC","MALE",7,"27","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","MALE",8,"27","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","HISPANIC","MALE",5,"27","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","MALE",8,"27","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","MALE",8,"27","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","HISPANIC","MALE",6,"27","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","HISPANIC","MALE",9,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","MALE",8,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","HISPANIC","MALE",7,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","HISPANIC","MALE",3,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","HISPANIC","FEMALE",4,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","FEMALE",2,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","HISPANIC","MALE",5,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","HISPANIC","MALE",5,"17","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","HISPANIC","MALE",2,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","HISPANIC","MALE",3,"21","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","HISPANIC","FEMALE",4,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","HISPANIC","FEMALE",4,"No children yet","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","HISPANIC","FEMALE",1,"15","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","MALE",7,"18","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","BLACK","MALE",6,"19","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","BLACK","MALE",5,"19","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","BLACK","MALE",3,"19","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","FEMALE",2,"16","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","BLACK","FEMALE",2,"16","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","BLACK","FEMALE",2,"16","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","FEMALE",2,"16","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","FEMALE",11,"21","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","BLACK","FEMALE",11,"21","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","FEMALE",6,"21","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","BLACK","FEMALE",12,"21","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","MALE",11,"23","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","MALE",11,"23","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","BLACK","MALE",12,"23","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","BLACK","MALE",1,"23","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","FEMALE",11,"13","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","BLACK","FEMALE",11,"13","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","FEMALE",11,"13","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","BLACK","FEMALE",12,"13","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","BLACK","FEMALE",7,"13","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","FEMALE",7,"13","Yes",0,,"3: OUT OF LABOR FORCE"
1979,"IN THE US","BLACK","FEMALE",3,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1980,"IN THE US","BLACK","FEMALE",3,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","FEMALE",3,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","BLACK","FEMALE",3,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1984,"IN THE US","BLACK","FEMALE",4,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","BLACK","FEMALE",4,"17","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","BLACK","FEMALE",2,"17","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","MALE",1,"18","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","BLACK","MALE",1,"18","Yes",0,,"3: OUT OF LABOR FORCE"
2006,"IN THE US","BLACK","MALE",4,"19","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","FEMALE",2,"20","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","BLACK","FEMALE",3,"20","Yes",0,,"3: OUT OF LABOR FORCE"
1981,"IN THE US","BLACK","FEMALE",1,"20","Yes",0,,"3: OUT OF LABOR FORCE"
1982,"IN THE US","BLACK","FEMALE",2,"20","Yes",0,,"3: OUT OF LABOR FORCE"
1983,"IN THE US","BLACK","FEMALE",2,"20","Yes",0,,"3: OUT OF LABOR FORCE"
1991,"IN THE US","BLACK","FEMALE",2,"20","Yes",0,,"3: OUT OF LABOR FORCE"
