name,city,predominantdegree,highestdegreegranted,meanearnings7yrs,meanearnings8yrs,meanearnings9yrs,year,undergraduateenrollment
"Monmouth County Vocational School District","Freehold","Certificate degree","Predominantly certificate-degree granting",,,,1997,1491
"Monongalia County Technical Education Center","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,1997,405
"Montgomery Beauty School","Silver Spring","Certificate degree","Predominantly certificate-degree granting",,,,1997,127
"Moore Norman Technology Center","Norman","Certificate degree","Predominantly certificate-degree granting",,,,1997,753
"Morgantown Beauty College Inc","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,1997,65
"Morris County Vocational School District","Denville","Certificate degree","Predominantly certificate-degree granting",,,,1997,183
"MotoRing Technical Training Institute","Seekonk","Certificate degree","Predominantly certificate-degree granting",,,,1997,46
"Moultrie Technical College","Moultrie","Certificate degree","Predominantly certificate-degree granting",,,,1997,793
"Mr Bela's School of Cosmetology Inc","Warren","Certificate degree","Predominantly certificate-degree granting",,,,1997,94
"Mr John's School of Cosmetology Esthetics & Nails-Decatur","Decatur","Certificate degree","Predominantly certificate-degree granting",,,,1997,129
"Mr Leon's School of Hair Design-Moscow","Moscow","Certificate degree","Predominantly certificate-degree granting",,,,1997,38
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,1997,27
"Mt. Diablo Adult Education-Mt. Diablo USD","Concord","Certificate degree","Predominantly certificate-degree granting",,,,1997,2235
"Myotherapy College of Utah","Salt Lake City","Certificate degree","Predominantly certificate-degree granting",,,,1997,127
"NASSAU COUNTY BOCES SCHOOL OF PRACTICAL NURSING","WESTBURY","Certificate degree","Predominantly certificate-degree granting",,,,1997,217
"NASSON INSTITUTE","WOONSOCKET","Certificate degree","Predominantly certificate-degree granting",,,,1997,176
"NASSON INSTITUTE","PAWTUCKET","Certificate degree","Predominantly certificate-degree granting",,,,1997,202
"NASSON INSTITUTE","PROVIDENCE","Certificate degree","Predominantly certificate-degree granting",,,,1997,176
"NATIONAL ACADEMY OF HAIRDRESSING","STRATFORD","Certificate degree","Predominantly certificate-degree granting",,,,1997,30
"NATIONAL ACADEMY OF HAIRDRESSING","BRISTOL","Certificate degree","Predominantly certificate-degree granting",,,,1997,5
"NATIONAL ACADEMY OF HAIRDRESSING","ANSONIA","Certificate degree","Predominantly certificate-degree granting",,,,1997,20
"NATIONAL ACADEMY OF HAIRDRESSING","NORWALK","Certificate degree","Predominantly certificate-degree granting",,,,1997,37
"NATIONAL BUSINESS INSTITUTE","Decatur","Certificate degree","Predominantly certificate-degree granting",,,,1997,
"NATIONAL COMPUTER COLLEGE","FAJARDO","Certificate degree","Predominantly certificate-degree granting",,,,1997,444
"NATIONAL EDUCATION CENTER-BRYMAN CAMPUS","NEW ORLEANS","Certificate degree","Predominantly certificate-degree granting",,,,1997,533
"NATIONAL EDUCATION CENTER-BRYMAN CAMPUS","Los Angeles","Certificate degree","Predominantly certificate-degree granting",,,,1997,306
"NATIONAL EDUCATION CENTER-BRYMAN CAMPUS","SAN JOSE","Certificate degree","Predominantly certificate-degree granting",,,,1997,247
"NATIONAL EDUCATION CENTER-SAWYER CAMPUS","Sacramento","Certificate degree","Predominantly certificate-degree granting",,,,1997,216
"NATIONWIDE BEAUTY ACADEMIES INC","Columbus","Certificate degree","Predominantly certificate-degree granting",,,,1997,60
"NATIONWIDE BEAUTY ACADEMY","Columbus","Certificate degree","Predominantly certificate-degree granting",,,,1997,61
"NATIONWIDE BEAUTY ACADEMY","Columbus","Certificate degree","Predominantly certificate-degree granting",,,,1997,59
"NATIONWIDE BEAUTY ACADEMY","Columbus","Certificate degree","Predominantly certificate-degree granting",,,,1997,29
"NELL INSTITUTE","AUSTIN","Certificate degree","Predominantly certificate-degree granting",,,,1997,113
"NEVADA JEWELRY MANUFACTURING SCHOOL","LAS VEGAS","Certificate degree","Predominantly certificate-degree granting",,,,1997,8
"NEW CONCEPTS BEAUTY COLLEGE","Indianapolis","Certificate degree","Predominantly certificate-degree granting",,,,1997,51
"NEW CONCEPTS BEAUTY SCHOOL INC","FAIRBANKS","Certificate degree","Predominantly certificate-degree granting",,,,1997,24
"NEW ENGLAND BAPTIST HOSPITAL SCHOOL OF NURSING","BOSTON","Certificate degree","Predominantly certificate-degree granting",,,,1997,41
"NEW ENGLAND SCHOOL OF ACCOUNTING","WORCESTER","Certificate degree","Predominantly certificate-degree granting",,,,1997,50
"NEW ENGLAND TRACTOR TRAILER TRAINING OF MA","Baltimore","Certificate degree","Predominantly certificate-degree granting",,,,1997,52
"NEW ENGLAND TRACTOR TRAILER TRAINING SCH OF MA INC","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,1997,30
"NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL","BROCKTON","Certificate degree","Predominantly certificate-degree granting",,,,1997,41
"NEW HORIZONS REGIONAL EDUC CENTER SCH OF PRAC NURS","HAMPTON","Certificate degree","Predominantly certificate-degree granting",,,,1997,110
"NEW LONDON ACADEMY OF HAIRDRESSING AND COSMETOLOGY","New London","Certificate degree","Predominantly certificate-degree granting",,,,1997,15
"NEW MADRID COUNTY R1 AREA VOCATIONAL TECHNICAL SCH","NEW MADRID","Certificate degree","Predominantly certificate-degree granting",,,,1997,
"NEW WAVE HAIR ACADEMY","Memphis","Certificate degree","Predominantly certificate-degree granting",,,,1997,48
"NEW YORK INSTITUTE OF BUSINESS TECHNOLOGY","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,1997,482
"NEW YORK INTERNATIONAL BEAUTY SCHOOL LTD","FLUSHING","Certificate degree","Predominantly certificate-degree granting",,,,1997,155
"NEW YORK TECHNICAL INSTITUTE OF HAWAII","HONOLULU","Certificate degree","Predominantly certificate-degree granting",,,,1997,75
"NEW YORK UNIVERSITY MEDICAL CENTER ALLIED HLTH ED","NEW YORK","Certificate degree","Predominantly certificate-degree granting",,,,1997,62
"NEWBERRY SCHOOL OF BEAUTY","WEST HILLS","Certificate degree","Predominantly certificate-degree granting",,,,1997,108
"NEWBRIDGE COLLEGE","SANTA ANA","Certificate degree","Predominantly certificate-degree granting",,,,1997,225
"NEWPORT SCHOOL OF HAIRDRESSING","CRANSTON","Certificate degree","Predominantly certificate-degree granting",,,,1997,14
"NEWPORT SCHOOL OF HAIRDRESSING","BRISTOL","Certificate degree","Predominantly certificate-degree granting",,,,1997,25
"NICHOLS CAREER CENTER","JEFFERSON CITY","Certificate degree","Predominantly certificate-degree granting",,,,1997,98
"NICK RANDAZZO VOCATIONAL TRAINING INSTITUTE","Gretna","Certificate degree","Predominantly certificate-degree granting",,,,1997,299
"NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY","NEWPORT NEWS","Certificate degree","Predominantly certificate-degree granting",,,,1997,21
"NNPS RRMC SCHOOL OF SURGICAL TECHNOLOGY","NEWPORT NEWS","Certificate degree","Predominantly certificate-degree granting",,,,1997,10
"NORTH AMERICAN INSTITUTE OF AVIATION","CONWAY","Certificate degree","Predominantly certificate-degree granting",,,,1997,128
"NORTH CAROLINA ACADEMY OF COSMETIC ARTS","HENDERSONVILLE","Certificate degree","Predominantly certificate-degree granting",,,,1997,23
"NORTH FULTON BEAUTY COLLEGE","ROSWELL","Certificate degree","Predominantly certificate-degree granting",,,,1997,26
"NORTH HILLS SCHOOL OF HEALTH OCCUPATIONS","PITTSBURGH","Certificate degree","Predominantly certificate-degree granting",,,,1997,169
"NORTH METRO TECHNICAL INSTITUTE","ACWORTH","Certificate degree","Predominantly certificate-degree granting",,,,1997,1093
"NORTH PARK COLLEGE","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,1997,177
"NORTH TECHNICAL EDUCATION CENTER","RIVIERA BEACH","Certificate degree","Predominantly certificate-degree granting",,,,1997,1276
"NORTHEAST CAREER SCHOOLS","Manchester","Certificate degree","Predominantly certificate-degree granting",,,,1997,340
"NORTHEAST INSTITUTE OF INDUSTRIAL TECHNOLOGY","BOSTON","Certificate degree","Predominantly certificate-degree granting",,,,1997,189
"NORTHEAST KANSAS AREA VOCATIONAL TECHNICAL SCHOOL","ATCHISON","Certificate degree","Predominantly certificate-degree granting",,,,1997,205
"NORTHERN NEVADA BEAUTY ACADEMY","SPARKS","Certificate degree","Predominantly certificate-degree granting",,,,1997,63
"NORTHWEST ARKANSAS COLLEGE OF COSMETOLOGY","SILOAM SPRINGS","Certificate degree","Predominantly certificate-degree granting",,,,1997,35
"NORTHWEST BEAUTY SCHOOL","Baltimore","Certificate degree","Predominantly certificate-degree granting",,,,1997,46
"NORTHWEST MISSOURI AREA VOCATIONAL TECHNICAL SCH","MARYVILLE","Certificate degree","Predominantly certificate-degree granting",,,,1997,46
"NUCLEAR MEDICINE TECHNOLOGY PROGRAM-MILWAUKEE CO","Milwaukee","Certificate degree","Predominantly certificate-degree granting",,,,1997,7
"Nashville College of Medical Careers","Madison","Certificate degree","Predominantly certificate-degree granting",,,,1997,121
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,1997,16
"National Academy of Beauty Arts-St Louis","Saint Louis","Certificate degree","Predominantly certificate-degree granting",,,,1997,92
"National Aviation Academy of New England","Bedford","Certificate degree","Predominantly certificate-degree granting",,,,1997,45
"National Aviation Academy of Tampa Bay","Clearwater","Certificate degree","Predominantly certificate-degree granting",,,,1997,155
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,1997,31
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,1997,48
"National Holistic Institute","Emeryville","Certificate degree","Predominantly certificate-degree granting",,,,1997,371
"National Tractor Trailer School Inc-Buffalo","Buffalo","Certificate degree","Predominantly certificate-degree granting",,,,1997,66
"National Tractor Trailer School Inc-Liverpool","Liverpool","Certificate degree","Predominantly certificate-degree granting",,,,1997,103
"NATIONWIDE BEAUTY ACADEMY","Columbus","Certificate degree","Predominantly certificate-degree granting",,,,1997,54
